Diederichs Lab - RNA Biology & Cancer 
 German Cancer Research Center (DKFZ) - Heidelberg - Germany 
 http://r-deep.dkfz.de 
 Caudron-Herger et al. 2019 Molecular Cell 75 1-16 
 June 30 2022 
 
"Entry_Name","Uniprot_ID","Gene_Name","Times_Listed_as_RBP","R_DeeP_shift","Baltz_2012","Castello_2012","Beckmann_2015","Castello_2016","Conrad_2016","Mullari_2017","Bao_2018","Perez_Perri_2018","Trendel_2018","Gene_Ontology_RNA_Binding","Cook_2011","Kwon_2013","Ray_2013","Gerstberger_2014","He_2016","Hendrickson_2016","Sundararaman_2016","Brannan_2016","Treiber_2017"
"RGPD3_HUMAN","A6NKT7","RGPD3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RGPD8_HUMAN","O14715","RGPD8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RGPS2_HUMAN","Q86X27","RALGPS2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RGS8_HUMAN","P57771","RGS8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RGS9_HUMAN","O75916","RGS9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RHEB_HUMAN","Q15382","RHEB",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RHG17_HUMAN","Q68EM7","ARHGAP17",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RHOA_HUMAN","P61586","RHOA",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RIBC1_HUMAN","Q8N443","RIBC1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RIMS4_HUMAN","Q9H426","RIMS4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RIN2_HUMAN","Q8WYP3","RIN2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RING1_HUMAN","Q06587","RING1",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RING2_HUMAN","Q99496","RNF2",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RIOX2_HUMAN","Q8IUF8","RIOX2",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RIR2_HUMAN","P31350","RRM2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RL10L_HUMAN","Q96L21","RPL10L",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RLA0L_HUMAN","Q8NHW5","RPLP0P6",1,"X"," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"RM36_HUMAN","Q9P0J6","MRPL36",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RMD1_HUMAN","Q96DB5","RMDN1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RMD5B_HUMAN","Q96G75","RMND5B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RMP_HUMAN","O94763","URI1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RN111_HUMAN","Q6ZNA4","RNF111",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RN138_HUMAN","Q8WVD3","RNF138",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"RN219_HUMAN","Q5W0B1","RNF219",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RNAS2_HUMAN","P10153","RNASE2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNAS4_HUMAN","P34096","RNASE4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNAS6_HUMAN","Q93091","RNASE6",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNAS7_HUMAN","Q9H1E1","RNASE7",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNAS8_HUMAN","Q8TDE3","RNASE8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNAS9_HUMAN","P60153","RNASE9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNB3L_HUMAN","Q86VV4","RANBP3L",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RNF10_HUMAN","Q8N5U6","RNF10",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RNF31_HUMAN","Q96EP0","RNF31",1," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "
"RNF41_HUMAN","Q9H4P4","RNF41",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RNH2B_HUMAN","Q5TBB1","RNASEH2B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNH2C_HUMAN","Q8TDP1","RNASEH2C",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNK_HUMAN","Q6P5S7","RNASEK",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNS10_HUMAN","Q5GAN6","RNASE10",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNS11_HUMAN","Q8TAA1","RNASE11",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNS12_HUMAN","Q5GAN4","RNASE12",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RNS13_HUMAN","Q5GAN3","RNASE13",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RON_HUMAN","Q04912","MST1R",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"ROP1A_HUMAN","Q9HAT0","ROPN1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ROP1B_HUMAN","Q9BZX4","ROPN1B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"ROR2_HUMAN","Q01974","ROR2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RPA2_HUMAN","Q9H9Y6","POLR1B",1,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"RPAB4_HUMAN","P53803","POLR2K",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RPAP1_HUMAN","Q9BWH6","RPAP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RPAP2_HUMAN","Q8IXW5","RPAP2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RPAP3_HUMAN","Q9H6T3","RPAP3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RPB1B_HUMAN","Q9GZM3","POLR2J2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RPB1C_HUMAN","Q9H1A7","POLR2J3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RPC1_HUMAN","O14802","POLR3A",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RPC10_HUMAN","Q9Y2Y1","POLR3K",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RPC2_HUMAN","Q9NW08","POLR3B",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RPC4_HUMAN","P05423","POLR3D",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RPC5_HUMAN","Q9NVU0","POLR3E",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "
"RPC6_HUMAN","Q9H1D9","POLR3F",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RPC7_HUMAN","O15318","POLR3G",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RRAS2_HUMAN","P62070","RRAS2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RREB1_HUMAN","Q92766","RREB1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"RRN3_HUMAN","Q9NYV6","RRN3",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RRNAD_HUMAN","Q96FB5","RRNAD1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RSBN1_HUMAN","Q5VWQ0","RSBN1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RSBNL_HUMAN","Q6PCB5","RSBN1L",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RSPH9_HUMAN","Q9H1X1","RSPH9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RSPO1_HUMAN","Q2MKA7","RSPO1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RSRP1_HUMAN","Q9BUV0","RSRP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RT36_HUMAN","P82909","MRPS36",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RT4I1_HUMAN","Q8WWV3","RTN4IP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RTF2_HUMAN","Q9BY42","RTFDC1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RTL8A_HUMAN","Q9BWD3","RTL8A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RTL8B_HUMAN","Q17RB0","RTL8B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RTL9_HUMAN","Q8NET4","RTL9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RWDD1_HUMAN","Q9H446","RWDD1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RWDD4_HUMAN","Q6NW29","RWDD4",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"RYBP_HUMAN","Q8N488","RYBP",1," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "
"S100B_HUMAN","P04271","S100B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"S12A2_HUMAN","P55011","SLC12A2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"S12A4_HUMAN","Q9UP95","SLC12A4",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"S12A7_HUMAN","Q9Y666","SLC12A7",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"S12A9_HUMAN","Q9BXP2","SLC12A9",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"S13A4_HUMAN","Q9UKG4","SLC13A4",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"S13A5_HUMAN","Q86YT5","SLC13A5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"S2539_HUMAN","Q9BZJ4","SLC25A39",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"S2543_HUMAN","Q8WUT9","SLC25A43",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"S2544_HUMAN","Q96H78","SLC25A44",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"S2548_HUMAN","Q6ZT89","SLC25A48",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"S2553_HUMAN","Q5H9E4","SLC25A53",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"S27A4_HUMAN","Q6P1M0","SLC27A4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"S35G6_HUMAN","P0C7Q6","SLC35G6",1," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"S38A2_HUMAN","Q96QD8","SLC38A2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"S4A7_HUMAN","Q9Y6M7","SLC4A7",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"S6A15_HUMAN","Q9H2J7","SLC6A15",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SAHH2_HUMAN","O43865","AHCYL1",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"SAHH3_HUMAN","Q96HN2","AHCYL2",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"SAM14_HUMAN","Q8IZD0","SAMD14",1," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "
"SAP_HUMAN","P07602","PSAP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SAR1A_HUMAN","Q9NR31","SAR1A",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SAT2_HUMAN","Q96F10","SAT2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SATT_HUMAN","P43007","SLC1A4",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SAV1_HUMAN","Q9H4B6","SAV1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SBP1_HUMAN","Q13228","SELENBP1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SBSN_HUMAN","Q6UWP8","SBSN",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SC16A_HUMAN","O15027","SEC16A",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SC24C_HUMAN","P53992","SEC24C",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SC24D_HUMAN","O94855","SEC24D",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SC31A_HUMAN","O94979","SEC31A",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"SC61G_HUMAN","P60059","SEC61G",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SC6A2_HUMAN","P23975","SLC6A2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SC6A5_HUMAN","Q9Y345","SLC6A5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SCAM2_HUMAN","O15127","SCAMP2",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"SCC4_HUMAN","Q9Y6X3","MAU2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SCMC1_HUMAN","Q6NUK1","SLC25A24",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SCOT2_HUMAN","Q9BYC2","OXCT2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SCRB2_HUMAN","Q14108","SCARB2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SCYL1_HUMAN","Q96KG9","SCYL1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SDC1_HUMAN","P18827","SDC1",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SDC2_HUMAN","P34741","SDC2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SDC3_HUMAN","O75056","SDC3",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SDCB1_HUMAN","O00560","SDCBP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SDCG8_HUMAN","Q86SQ7","SDCCAG8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SDE2_HUMAN","Q6IQ49","SDE2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SDF2L_HUMAN","Q9HCN8","SDF2L1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SDHB_HUMAN","P21912","SDHB",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SE6L2_HUMAN","Q6UXD5","SEZ6L2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SEC13_HUMAN","P55735","SEC13",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SEC62_HUMAN","Q99442","SEC62",1,"X"," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"SEH1_HUMAN","Q96EE3","SEH1L",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SEM4B_HUMAN","Q9NPR2","SEMA4B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SEMG1_HUMAN","P04279","SEMG1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SENP5_HUMAN","Q96HI0","SENP5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SENP6_HUMAN","Q9GZR1","SENP6",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SEPT2_HUMAN","Q15019","37500",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SEPT7_HUMAN","Q16181","39326",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"SEPT9_HUMAN","Q9UHD8","40057",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SERC_HUMAN","Q9Y617","PSAT1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SERF2_HUMAN","P84101","SERF2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SESN2_HUMAN","P58004","SESN2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SETD7_HUMAN","Q8WTS6","SETD7",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SETD9_HUMAN","Q8NE22","SETD9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SETMR_HUMAN","Q53H47","SETMAR",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SETX_HUMAN","Q7Z333","SETX",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SFPA2_HUMAN","Q8IWL1","SFTPA2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SFTA1_HUMAN","Q8IWL2","SFTPA1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SFXN1_HUMAN","Q9H9B4","SFXN1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SFXN3_HUMAN","Q9BWM7","SFXN3",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SG1D1_HUMAN","O95968","SCGB1D1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SGF29_HUMAN","Q96ES7","SGF29",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SGTA_HUMAN","O43765","SGTA",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SH2B2_HUMAN","O14492","SH2B2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SH3BG_HUMAN","P55822","SH3BGR",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SH3G1_HUMAN","Q99961","SH3GL1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SH3Y1_HUMAN","Q96HL8","SH3YL1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SHCAF_HUMAN","Q9NP50","SINHCAF",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SHOC2_HUMAN","Q9UQ13","SHOC2",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SHRPN_HUMAN","Q9H0F6","SHARPIN",1," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "
"SI1L2_HUMAN","Q9P2F8","SIPA1L2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SI1L3_HUMAN","O60292","SIPA1L3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SIA7A_HUMAN","Q9NSC7","ST6GALNAC1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SIDT1_HUMAN","Q9NXL6","SIDT1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SIDT2_HUMAN","Q8NBJ9","SIDT2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SIG16_HUMAN","A6NMB1","SIGLEC16",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SIGIR_HUMAN","Q6IA17","SIGIRR",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SIR3_HUMAN","Q9NTG7","SIRT3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SIR4_HUMAN","Q9Y6E7","SIRT4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SKA2_HUMAN","Q8WVK7","SKA2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SKAP2_HUMAN","O75563","SKAP2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SKP1_HUMAN","P63208","SKP1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SKP2_HUMAN","Q13309","SKP2",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"SKT_HUMAN","Q5T5P2","KIAA1217",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SMAD3_HUMAN","P84022","SMAD3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SMAD4_HUMAN","Q13485","SMAD4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SMAD5_HUMAN","Q99717","SMAD5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SMAD6_HUMAN","O43541","SMAD6",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SMAD7_HUMAN","O15105","SMAD7",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SMAD9_HUMAN","O15198","SMAD9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SMAP_HUMAN","O00193","SMAP",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"SMBT1_HUMAN","Q9UHJ3","SFMBT1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SMBT2_HUMAN","Q5VUG0","SFMBT2",1," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "
"SMC1B_HUMAN","Q8NDV3","SMC1B",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SMC5_HUMAN","Q8IY18","SMC5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SMCO3_HUMAN","A2RU48","SMCO3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SMCR8_HUMAN","Q8TEV9","SMCR8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SMG5_HUMAN","Q9UPR3","SMG5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SMG8_HUMAN","Q8ND04","SMG8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SMG9_HUMAN","Q9H0W8","SMG9",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"SMHD1_HUMAN","A6NHR9","SMCHD1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SMIM8_HUMAN","Q96KF7","SMIM8",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SMR3B_HUMAN","P02814","SMR3B",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SMRC2_HUMAN","Q8TAQ2","SMARCC2",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"SMRD1_HUMAN","Q96GM5","SMARCD1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SMRD2_HUMAN","Q92925","SMARCD2",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"SMYD4_HUMAN","Q8IYR2","SMYD4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"SNG2_HUMAN","O43760","SYNGR2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
