Diederichs Lab - RNA Biology & Cancer 
 German Cancer Research Center (DKFZ) - Heidelberg - Germany 
 http://r-deep.dkfz.de 
 Caudron-Herger et al. 2019 Molecular Cell 75 1-16 
 June 30 2022 
 
"Entry_Name","Uniprot_ID","Gene_Name","Times_Listed_as_RBP","R_DeeP_shift","Baltz_2012","Castello_2012","Beckmann_2015","Castello_2016","Conrad_2016","Mullari_2017","Bao_2018","Perez_Perri_2018","Trendel_2018","Gene_Ontology_RNA_Binding","Cook_2011","Kwon_2013","Ray_2013","Gerstberger_2014","He_2016","Hendrickson_2016","Sundararaman_2016","Brannan_2016","Treiber_2017"
"PDE3A_HUMAN","Q14432","PDE3A",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PDGFB_HUMAN","P01127","PDGFB",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PDIA2_HUMAN","Q13087","PDIA2",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"PDK1_HUMAN","Q15118","PDK1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PDLI1_HUMAN","O00151","PDLIM1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PDP1_HUMAN","Q9P0J1","PDP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PDPK1_HUMAN","O15530","PDPK1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PDXD1_HUMAN","Q6P996","PDXDC1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PDXL2_HUMAN","Q9NZ53","PODXL2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PDZD8_HUMAN","Q8NEN9","PDZD8",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PED1B_HUMAN","Q96HM7","PCED1B",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PEO1_HUMAN","Q96RR1","TWNK",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PERI_HUMAN","P41219","PRPH",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PERL_HUMAN","P22079","LPO",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PEX2_HUMAN","P28328","PEX2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PFD2_HUMAN","Q9UHV9","PFDN2",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PFKAL_HUMAN","P17858","PFKL",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PFKAM_HUMAN","P08237","PFKM",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PGAM1_HUMAN","P18669","PGAM1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PGAP3_HUMAN","Q96FM1","PGAP3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PGBM_HUMAN","P98160","HSPG2",1," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "
"PGLT1_HUMAN","Q8NBL1","POGLUT1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PGRP1_HUMAN","O75594","PGLYRP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PHB2_HUMAN","Q99623","PHB2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PHF1_HUMAN","O43189","PHF1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PHF13_HUMAN","Q86YI8","PHF13",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PHF20_HUMAN","Q9BVI0","PHF20",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PHF8_HUMAN","Q9UPP1","PHF8",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "
"PHP14_HUMAN","Q9NRX4","PHPT1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PI3R4_HUMAN","Q99570","PIK3R4",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PI42A_HUMAN","P48426","PIP4K2A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PI51A_HUMAN","Q99755","PIP5K1A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"
"PIEZ1_HUMAN","Q92508","PIEZO1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PIGH_HUMAN","Q14442","PIGH",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PIGR_HUMAN","P01833","PIGR",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PIGS_HUMAN","Q96S52","PIGS",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PIHD2_HUMAN","Q8WWB5","PIH1D2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"PIHD3_HUMAN","Q9NQM4","PIH1D3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"PIM1_HUMAN","P11309","PIM1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PIMRE_HUMAN","Q9BSJ6","PIMREG",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PIN1_HUMAN","Q13526","PIN1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PIP_HUMAN","P12273","PIP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PIPNB_HUMAN","P48739","PITPNB",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PITH1_HUMAN","Q9GZP4","PITHD1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PITX3_HUMAN","O75364","PITX3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PJA2_HUMAN","O43164","PJA2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PKHA7_HUMAN","Q6IQ23","PLEKHA7",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PKHB1_HUMAN","Q9UF11","PLEKHB1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PKHO1_HUMAN","Q53GL0","PLEKHO1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PKHS1_HUMAN","Q5SXH7","PLEKHS1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PKP3_HUMAN","Q9Y446","PKP3",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PLAP_HUMAN","Q9Y263","PLAA",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"PLBL1_HUMAN","Q6P4A8","PLBD1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PLD6_HUMAN","Q8N2A8","PLD6",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"PLEK_HUMAN","P08567","PLEK",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PLIN3_HUMAN","O60664","PLIN3",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PLIN4_HUMAN","Q96Q06","PLIN4",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PLPL5_HUMAN","Q7Z6Z6","PNPLA5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PLSL_HUMAN","P13796","LCP1",1," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "
"PLXB2_HUMAN","O15031","PLXNB2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PMS1_HUMAN","P54277","PMS1",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"PNKP_HUMAN","Q96T60","PNKP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PNM6A_HUMAN","P0CW24","PNMA6A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PNMA3_HUMAN","Q9UL41","PNMA3",1," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "
"PNRC1_HUMAN","Q12796","PNRC1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PNRC2_HUMAN","Q9NPJ4","PNRC2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"PO113_HUMAN","P63132","HERVK_113",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"POK19_HUMAN","Q9WJR5","ERVK-19",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"POK25_HUMAN","P63136","ERVK-25",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"POK6_HUMAN","Q9BXR3","ERVK-6",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"POK8_HUMAN","P63133","ERVK-8",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"POK9_HUMAN","P63128","ERVK-9",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"POLK_HUMAN","Q9UBT6","POLK",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"POTE1_HUMAN","Q9NUX5","POT1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PP6R1_HUMAN","Q9UPN7","PPP6R1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PPARG_HUMAN","P37231","PPARG",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PPCEL_HUMAN","Q4J6C6","PREPL",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PPE1_HUMAN","O14829","PPEF1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PPIL1_HUMAN","Q9Y3C6","PPIL1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PPM1F_HUMAN","P49593","PPM1F",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PPME1_HUMAN","Q9Y570","PPME1",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PPP5_HUMAN","P53041","PPP5C",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"PPP6_HUMAN","O00743","PPP6C",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PPR3F_HUMAN","Q6ZSY5","PPP1R3F",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PPT1_HUMAN","P50897","PPT1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PR14L_HUMAN","Q5THK1","PRR14L",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PRAF3_HUMAN","O75915","ARL6IP5",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PRCC_HUMAN","Q92733","PRCC",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PRD14_HUMAN","Q9GZV8","PRDM14",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"PRD15_HUMAN","P57071","PRDM15",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PRDM2_HUMAN","Q13029","PRDM2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PRDM5_HUMAN","Q9NQX1","PRDM5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PRDX5_HUMAN","P30044","PRDX5",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"PREB_HUMAN","Q9HCU5","PREB",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PREP_HUMAN","Q5JRX3","PITRM1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PRI1_HUMAN","P49642","PRIM1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"PRI2_HUMAN","P49643","PRIM2",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"PROF2_HUMAN","P35080","PFN2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PROL1_HUMAN","Q99935","OPRPN",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PRP18_HUMAN","Q99633","PRPF18",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"PRPC_HUMAN","P02810","PRH1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PRPS2_HUMAN","P11908","PRPS2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PRR11_HUMAN","Q96HE9","PRR11",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PRR12_HUMAN","Q9ULL5","PRR12",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"PRS23_HUMAN","O95084","PRSS23",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PRS6B_HUMAN","P43686","PSMC4",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PRS8_HUMAN","P62195","PSMC5",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"PRSR1_HUMAN","Q86XN7","PROSER1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PSA_HUMAN","P55786","NPEPPS",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"PSA2_HUMAN","P25787","PSMA2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSA3_HUMAN","P25788","PSMA3",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSA5_HUMAN","P28066","PSMA5",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSB2_HUMAN","P49721","PSMB2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSB3_HUMAN","P49720","PSMB3",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSB4_HUMAN","P28070","PSMB4",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSD10_HUMAN","O75832","PSMD10",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSD13_HUMAN","Q9UNM6","PSMD13",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"PSDE_HUMAN","O00487","PSMD14",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSMD5_HUMAN","Q16401","PSMD5",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"PSMD7_HUMAN","P51665","PSMD7",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSMD9_HUMAN","O00233","PSMD9",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PSME2_HUMAN","Q9UL46","PSME2",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PSRC1_HUMAN","Q6PGN9","PSRC1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PT100_HUMAN","P0DJ07","PET100",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"PTAR1_HUMAN","Q7Z6K3","PTAR1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PTGR2_HUMAN","Q8N8N7","PTGR2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PTN11_HUMAN","Q06124","PTPN11",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PTN12_HUMAN","Q05209","PTPN12",1," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"PTN18_HUMAN","Q99952","PTPN18",1," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"PTPM1_HUMAN","Q8WUK0","PTPMT1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PTPRG_HUMAN","P23470","PTPRG",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PTPRJ_HUMAN","Q12913","PTPRJ",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PTPRZ_HUMAN","P23471","PTPRZ1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PTRD1_HUMAN","Q6GMV3","PTRHD1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"PTSS1_HUMAN","P48651","PTDSS1",1," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
"PTX3_HUMAN","P26022","PTX3",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"PUR1_HUMAN","Q06203","PPAT",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PXDC2_HUMAN","Q6UX71","PLXDC2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"PYGM_HUMAN","P11217","PYGM",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"QCR6_HUMAN","P07919","UQCRH",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"QCR7_HUMAN","P14927","UQCRB",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"QCR8_HUMAN","O14949","UQCRQ",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"QSOX2_HUMAN","Q6ZRP7","QSOX2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"QTRT2_HUMAN","Q9H974","QTRT2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"R144A_HUMAN","P50876","RNF144A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"R39L5_HUMAN","Q59GN2","RPL39P5",1,"X"," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"R4RL2_HUMAN","Q86UN3","RTN4RL2",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"R51A1_HUMAN","Q96B01","RAD51AP1",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"RAB18_HUMAN","Q9NP72","RAB18",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RAB1A_HUMAN","P62820","RAB1A",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RAB21_HUMAN","Q9UL25","RAB21",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RAB2A_HUMAN","P61019","RAB2A",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RAB3D_HUMAN","O95716","RAB3D",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RAB3I_HUMAN","Q96QF0","RAB3IP",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RAB5C_HUMAN","P51148","RAB5C",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RABL3_HUMAN","Q5HYI8","RABL3",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RABL6_HUMAN","Q3YEC7","RABL6",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RAC1_HUMAN","P63000","RAC1",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RAD18_HUMAN","Q9NS91","RAD18",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"RAD50_HUMAN","Q92878","RAD50",1," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"RAI1_HUMAN","Q7Z5J4","RAI1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RAI14_HUMAN","Q9P0K7","RAI14",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"RAMAC_HUMAN","Q9BTL3","RAMAC",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RANB3_HUMAN","Q9H6Z4","RANBP3",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RARA_HUMAN","P10276","RARA",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"RARG_HUMAN","P13631","RARG",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"RB11A_HUMAN","P62491","RAB11A",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RBAK_HUMAN","Q9NYW8","RBAK",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RBFA_HUMAN","Q8N0V3","RBFA",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RBL2A_HUMAN","Q9UBK7","RABL2A",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RBP10_HUMAN","Q6VN20","RANBP10",1," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"RBP17_HUMAN","Q9H2T7","RANBP17",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RBTN2_HUMAN","P25791","LMO2",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RBX2_HUMAN","Q9UBF6","RNF7",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RBY1C_HUMAN","P0DJD4","RBMY1C",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"RCAN3_HUMAN","Q9UKA8","RCAN3",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"RCN1_HUMAN","Q15293","RCN1",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RD23B_HUMAN","P54727","RAD23B",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RDH11_HUMAN","Q8TC12","RDH11",1," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RDH14_HUMAN","Q9HBH5","RDH14",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"RE113_HUMAN","P61574","HERVK_113",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"REC04_HUMAN","P61576","HERV-K104",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"REC16_HUMAN","P61578","ERVK-16",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"REC19_HUMAN","P61572","ERVK-19",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"REC21_HUMAN","P61571","ERVK-21",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"REC6_HUMAN","Q69383","ERVK-6",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"REC9_HUMAN","P61573","ERVK-9",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"RECK8_HUMAN","P61575","ERVK-8",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"RECQ4_HUMAN","O94761","RECQL4",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "
"REQU_HUMAN","Q92785","DPF2",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"RER1_HUMAN","O15258","RER1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "
"RERG_HUMAN","Q96A58","RERG",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RETST_HUMAN","Q6NUM9","RETSAT",1,"X"," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "
"REXO1_HUMAN","Q8N1G1","REXO1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "
"REXO5_HUMAN","Q96IC2","REXO5",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"RFA2_HUMAN","P15927","RPA2",1,"X"," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "," "
"RFC4_HUMAN","P35249","RFC4",1,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"RFC5_HUMAN","P40937","RFC5",1,"X"," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "," "," "," "
"RFIP1_HUMAN","Q6WKZ4","RAB11FIP1",1,"X"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RFTN1_HUMAN","Q14699","RFTN1",1," "," "," "," "," "," "," "," "," "," ","X"," "," "," "," "," "," "," "," "," "
"RFX5_HUMAN","P48382","RFX5",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RGP1_HUMAN","Q92546","RGP1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
"RGPD1_HUMAN","P0DJD0","RGPD1",1," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","X"," "
